Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Onion,2016,Kharif,Andhra Pradesh,32006.0,890.0,4904919.5,11202.1,21.05416667,78,45,22,6.8,28.04,935.87,68.69
Onion,2016,Rabi,Andhra Pradesh,3511.0,890.0,538060.75,1228.85,22.11,78,45,22,6.8,28.04,935.87,68.69
Potato,2016,Kharif,Andhra Pradesh,527.0,890.0,80762.75,184.45,9.09,78,45,22,6.8,28.04,935.87,68.69
Potato,2016,Rabi,Andhra Pradesh,1164.0,890.0,178383.0,407.4,9.715,78,45,22,6.8,28.04,935.87,68.69
Sugarcane,2016,Whole Year,Andhra Pradesh,102732.0,890.0,15743679.0,35956.2,86.50846154,78,45,22,6.8,28.04,935.87,68.69
Sweet Potato,2016,Kharif,Andhra Pradesh,149.0,890.0,22834.25,52.15,14.88166667,78,45,22,6.8,28.04,935.87,68.69
Sweet Potato,2016,Rabi,Andhra Pradesh,484.0,890.0,74173.0,169.4,15.741,78,45,22,6.8,28.04,935.87,68.69
Tapioca,2016,Kharif,Andhra Pradesh,7122.0,890.0,1091446.5,2492.7,13.00333333,78,45,22,6.8,28.04,935.87,68.69
Tapioca,2016,Rabi,Andhra Pradesh,19.0,890.0,2911.75,6.65,10.0875,78,45,22,6.8,28.04,935.87,68.69
Arecanut,2017,Kharif,Andhra Pradesh,697.0,868.2,109735.68,264.86,5.5825,78,45,22,6.8,28.14,991.2,69.86
Banana,2017,Whole Year,Andhra Pradesh,55130.0,868.2,8679667.2,20949.4,116.2230769,78,45,22,6.8,28.14,991.2,69.86
Coconut,2017,Whole Year,Andhra Pradesh,103968.0,868.2,16368721.92,39507.84,12746.54,78,45,22,6.8,28.14,991.2,69.86
Maize,2017,Rabi,Andhra Pradesh,229264.0,868.2,36095324.16,87120.32,7.576153846,78,45,22,6.8,28.14,991.2,69.86
Mesta,2017,Kharif,Andhra Pradesh,4850.0,868.2,763584.0,1843.0,8.73,78,45,22,6.8,28.14,991.2,69.86
Oilseeds Total,2017,Kharif,Andhra Pradesh,786064.0,868.2,123757916.2,298704.32,7.239230769,78,45,22,6.8,28.14,991.2,69.86
Onion,2017,Kharif,Andhra Pradesh,17336.0,868.2,2729379.84,6587.68,381.42,78,45,22,6.8,28.14,991.2,69.86
Onion,2017,Rabi,Andhra Pradesh,7382.0,868.2,1162222.08,2805.16,44.62,78,45,22,6.8,28.14,991.2,69.86
Other Oilseeds,2017,Kharif,Andhra Pradesh,90131.0,868.2,14190224.64,34249.78,15.18,78,45,22,6.8,28.14,991.2,69.86
Potato,2017,Kharif,Andhra Pradesh,457.0,868.2,71950.08,173.66,7.15,78,45,22,6.8,28.14,991.2,69.86
Potato,2017,Rabi,Andhra Pradesh,994.0,868.2,156495.36,377.72,8.49,78,45,22,6.8,28.14,991.2,69.86
Sugarcane,2017,Whole Year,Andhra Pradesh,98912.0,868.2,15572705.28,37586.56,92.49384615,78,45,22,6.8,28.14,991.2,69.86
Sweet Potato,2017,Kharif,Andhra Pradesh,188.0,868.2,29598.72,71.44,12.68571429,78,45,22,6.8,28.14,991.2,69.86
Sweet Potato,2017,Rabi,Andhra Pradesh,513.0,868.2,80766.72,194.94,11.86,78,45,22,6.8,28.14,991.2,69.86
Tapioca,2017,Kharif,Andhra Pradesh,7468.0,868.2,1175761.92,2837.84,13.26666667,78,45,22,6.8,28.14,991.2,69.86
Tapioca,2017,Rabi,Andhra Pradesh,39.0,868.2,6140.16,14.82,9.53,78,45,22,6.8,28.14,991.2,69.86
Tobacco,2017,Kharif,Andhra Pradesh,33229.0,868.2,5231573.76,12627.02,8.184444444,78,45,22,6.8,28.14,991.2,69.86
Banana,2018,Whole Year,Andhra Pradesh,59098.0,1220.5,9585695.6,20684.3,126.3876923,78,45,22,6.8,28.18,927.05,67.4
Coconut,2018,Whole Year,Andhra Pradesh,104530.0,1220.5,16954766.0,36585.5,15636.63231,78,45,22,6.8,28.18,927.05,67.4
Maize,2018,Rabi,Andhra Pradesh,161853.0,1220.5,26252556.6,56648.55,5.788461538,78,45,22,6.8,28.18,927.05,67.4
Mesta,2018,Kharif,Andhra Pradesh,2934.0,1220.5,475894.8,1026.9,9.88,78,45,22,6.8,28.18,927.05,67.4
Onion,2018,Kharif,Andhra Pradesh,24750.0,1220.5,4014450.0,8662.5,247.5727273,78,45,22,6.8,28.18,927.05,67.4
Onion,2018,Rabi,Andhra Pradesh,5021.0,1220.5,814406.2,1757.35,80.268,78,45,22,6.8,28.18,927.05,67.4
Other Oilseeds,2018,Kharif,Andhra Pradesh,94090.0,1220.5,15261398.0,32931.5,16.59090909,78,45,22,6.8,28.18,927.05,67.4
Potato,2018,Kharif,Andhra Pradesh,486.0,1220.5,78829.2,170.1,7.44,78,45,22,6.8,28.18,927.05,67.4
Potato,2018,Rabi,Andhra Pradesh,970.0,1220.5,157334.0,339.5,8.096666667,78,45,22,6.8,28.18,927.05,67.4
Sugarcane,2018,Kharif,Andhra Pradesh,101525.0,1220.5,16467355.0,35533.75,84.04769231,78,45,22,6.8,28.18,927.05,67.4
Sweet Potato,2018,Kharif,Andhra Pradesh,91.0,1220.5,14760.2,31.85,17.15,78,45,22,6.8,28.18,927.05,67.4
Sweet Potato,2018,Rabi,Andhra Pradesh,418.0,1220.5,67799.6,146.3,18.64777778,78,45,22,6.8,28.18,927.05,67.4
Tapioca,2018,Kharif,Andhra Pradesh,7350.0,1220.5,1192170.0,2572.5,12.895,78,45,22,6.8,28.18,927.05,67.4
Tapioca,2018,Rabi,Andhra Pradesh,83.0,1220.5,13462.6,29.05,11.4425,78,45,22,6.8,28.18,927.05,67.4
Tobacco,2018,Kharif,Andhra Pradesh,24635.0,1220.5,3995797.0,8622.25,57.1205,78,45,22,6.8,28.18,927.05,67.4
Arecanut,2019,Kharif,Andhra Pradesh,1096.0,899.2,188248.96,405.52,7.253333333,78,45,22,6.8,28.2,1027.8,71.25
Banana,2019,Whole Year,Andhra Pradesh,97695.0,899.2,16780093.2,36147.15,60.0,78,45,22,6.8,28.2,1027.8,71.25
Coconut,2019,Whole Year,Andhra Pradesh,104027.0,899.2,17867677.52,38489.99,16935.05846,78,45,22,6.8,28.2,1027.8,71.25
Maize,2019,Rabi,Andhra Pradesh,205100.0,899.2,35227976.0,75887.0,6.698461538,78,45,22,6.8,28.2,1027.8,71.25
Mesta,2019,Kharif,Andhra Pradesh,1714.0,899.2,294396.64,634.18,10.135,78,45,22,6.8,28.2,1027.8,71.25
Oilseeds Total,2019,Kharif,Andhra Pradesh,712037.0,899.2,122299475.1,263453.69,8.527692308,78,45,22,6.8,28.2,1027.8,71.25
Onion,2019,Kharif,Andhra Pradesh,23864.0,899.2,4098880.64,8829.68,22.22444444,78,45,22,6.8,28.2,1027.8,71.25
Onion,2019,Rabi,Andhra Pradesh,12250.0,899.2,2104060.0,4532.5,21.7675,78,45,22,6.8,28.2,1027.8,71.25
Other Oilseeds,2019,Kharif,Andhra Pradesh,97782.0,899.2,16795036.32,36179.34,16.12818182,78,45,22,6.8,28.2,1027.8,71.25
Potato,2019,Kharif,Andhra Pradesh,453.0,899.2,77807.28,167.61,12.21,78,45,22,6.8,28.2,1027.8,71.25
Potato,2019,Rabi,Andhra Pradesh,1050.0,899.2,180348.0,388.5,13.155,78,45,22,6.8,28.2,1027.8,71.25
Sugarcane,2019,Kharif,Andhra Pradesh,85911.0,899.2,14756073.36,31787.07,83.44538462,78,45,22,6.8,28.2,1027.8,71.25
Sweet Potato,2019,Kharif,Andhra Pradesh,54.0,899.2,9275.04,19.98,18.038,78,45,22,6.8,28.2,1027.8,71.25
Sweet Potato,2019,Rabi,Andhra Pradesh,360.0,899.2,61833.6,133.2,16.747,78,45,22,6.8,28.2,1027.8,71.25
Tapioca,2019,Kharif,Andhra Pradesh,6986.0,899.2,1199915.36,2584.82,13.61166667,78,45,22,6.8,28.2,1027.8,71.25
Tapioca,2019,Rabi,Andhra Pradesh,54.0,899.2,9275.04,19.98,14.415,78,45,22,6.8,28.2,1027.8,71.25
Tobacco,2019,Kharif,Andhra Pradesh,36504.0,899.2,6269927.04,13506.48,8.732352941,78,45,22,6.8,28.2,1027.8,71.25
Sugarcane,1997,Rabi,Arunachal Pradesh,681.0,2274.9,64810.77,211.11,20.80111111,55,15,35,5.5,21.37,1944.43,71.7
Potato,1998,Whole Year,Arunachal Pradesh,4846.0,3616.7,478784.8,1405.34,6.744615385,55,15,35,5.5,22.25,1983.05,71.41
Sugarcane,1998,Whole Year,Arunachal Pradesh,743.0,3616.7,73408.4,215.47,17.69111111,55,15,35,5.5,22.25,1983.05,71.41
Ginger,1999,Whole Year,Arunachal Pradesh,4399.0,2338.6,466865.87,1187.73,5.327272727,55,15,35,5.5,22.77,1837.33,68.44
Potato,1999,Whole Year,Arunachal Pradesh,4960.0,2338.6,526404.8,1339.2,6.365833333,55,15,35,5.5,22.77,1837.33,68.44
Sugarcane,1999,Whole Year,Arunachal Pradesh,809.0,2338.6,85859.17,218.43,16.47375,55,15,35,5.5,22.77,1837.33,68.44
Ginger,2000,Whole Year,Arunachal Pradesh,4774.0,2157.7,468663.58,1241.24,5.773,55,15,35,5.5,21.83,2029.07,72.32
Potato,2000,Whole Year,Arunachal Pradesh,5621.0,2157.7,551813.57,1461.46,6.783076923,55,15,35,5.5,21.83,2029.07,72.32
Sugarcane,2000,Whole Year,Arunachal Pradesh,811.0,2157.7,79615.87,210.86,16.885,55,15,35,5.5,21.83,2029.07,72.32
Ginger,2001,Whole Year,Arunachal Pradesh,4613.0,2128.5,471125.69,1199.38,6.304545455,55,15,35,5.5,22.41,1528.72,70.58
Potato,2001,Whole Year,Arunachal Pradesh,4646.0,2128.5,474495.98,1207.96,6.809230769,55,15,35,5.5,22.41,1528.72,70.58
Sugarcane,2001,Whole Year,Arunachal Pradesh,1036.0,2128.5,105806.68,269.36,17.73888889,55,15,35,5.5,22.41,1528.72,70.58
Ginger,2002,Whole Year,Arunachal Pradesh,4448.0,2832.8,421092.16,1112.0,6.605714286,55,15,35,5.5,22.38,1782.25,70.83
Potato,2002,Whole Year,Arunachal Pradesh,4335.0,2832.8,410394.45,1083.75,6.894,55,15,35,5.5,22.38,1782.25,70.83
Sugarcane,2002,Whole Year,Arunachal Pradesh,798.0,2832.8,75546.66,199.5,16.57,55,15,35,5.5,22.38,1782.25,70.83
Ginger,2003,Whole Year,Arunachal Pradesh,4680.0,2782.2,463226.4,1123.2,6.168,55,15,35,5.5,22.16,1981.32,73.68
Potato,2003,Whole Year,Arunachal Pradesh,4022.0,2782.2,398097.56,965.28,7.232666667,55,15,35,5.5,22.16,1981.32,73.68
Sugarcane,2003,Whole Year,Arunachal Pradesh,738.0,2782.2,73047.24,177.12,17.09888889,55,15,35,5.5,22.16,1981.32,73.68
Ginger,2004,Whole Year,Arunachal Pradesh,4451.0,2939.5,482221.34,934.71,6.24375,55,15,35,5.5,21.61,2342.52,76.43
Potato,2004,Whole Year,Arunachal Pradesh,4217.0,2939.5,456869.78,885.57,6.794666667,55,15,35,5.5,21.61,2342.52,76.43
Sugarcane,2004,Whole Year,Arunachal Pradesh,736.0,2939.5,79738.24,154.56,15.67090909,55,15,35,5.5,21.61,2342.52,76.43
Ginger,2005,Whole Year,Arunachal Pradesh,4814.0,2767.0,577294.88,1010.94,5.896,55,15,35,5.5,21.99,1846.11,76.07
Potato,2005,Whole Year,Arunachal Pradesh,3963.0,2767.0,475242.96,832.23,7.205333333,55,15,35,5.5,21.99,1846.11,76.07
Sugarcane,2005,Whole Year,Arunachal Pradesh,878.0,2767.0,105289.76,184.38,17.00555556,55,15,35,5.5,21.99,1846.11,76.07
Ginger,2006,Whole Year,Arunachal Pradesh,5832.0,1940.0,744804.72,1283.04,5.573125,55,15,35,5.5,22.48,1834.1,72.0
Potato,2006,Whole Year,Arunachal Pradesh,3985.0,1940.0,508924.35,876.7,7.649375,55,15,35,5.5,22.48,1834.1,72.0
Sugarcane,2006,Whole Year,Arunachal Pradesh,1030.0,1940.0,131541.3,226.6,16.362,55,15,35,5.5,22.48,1834.1,72.0
Ginger,2007,Whole Year,Arunachal Pradesh,6305.0,3223.9,841087.0,1008.8,5.950625,55,15,35,5.5,21.91,2462.3,74.93
Potato,2007,Whole Year,Arunachal Pradesh,3843.0,3223.9,512656.2,614.88,6.91,55,15,35,5.5,21.91,2462.3,74.93
Sugarcane,2007,Whole Year,Arunachal Pradesh,1233.0,3223.9,164482.2,197.28,16.482,55,15,35,5.5,21.91,2462.3,74.93
Ginger,2008,Whole Year,Arunachal Pradesh,6356.0,2244.4,909162.24,572.04,6.07,55,15,35,5.5,21.7,2161.52,76.96
Potato,2008,Whole Year,Arunachal Pradesh,4063.0,2244.4,581171.52,365.67,7.076875,55,15,35,5.5,21.7,2161.52,76.96
Sugarcane,2008,Whole Year,Arunachal Pradesh,1370.0,2244.4,195964.8,123.3,15.32727273,55,15,35,5.5,21.7,2161.52,76.96
Ginger,2009,Whole Year,Arunachal Pradesh,6401.0,1701.9,997403.82,1088.17,6.3375,55,15,35,5.5,22.15,2029.0,75.82
Potato,2009,Whole Year,Arunachal Pradesh,4235.0,1701.9,659897.7,719.95,7.4525,55,15,35,5.5,22.15,2029.0,75.82
Sugarcane,2009,Whole Year,Arunachal Pradesh,1476.0,1701.9,229990.32,250.92,16.791,55,15,35,5.5,22.15,2029.0,75.82
Ginger,2010,Whole Year,Arunachal Pradesh,6601.0,2574.1,1096492.11,1584.24,6.6375,55,15,35,5.5,21.93,2691.02,78.47
Potato,2010,Whole Year,Arunachal Pradesh,4334.0,2574.1,719920.74,1040.16,7.283125,55,15,35,5.5,21.93,2691.02,78.47
Sugarcane,2010,Whole Year,Arunachal Pradesh,1508.0,2574.1,250493.88,361.92,20.63111111,55,15,35,5.5,21.93,2691.02,78.47
Ginger,2011,Whole Year,Arunachal Pradesh,6880.0,2193.7,1152537.6,2270.4,6.380625,55,15,35,5.5,21.61,2114.84,77.85
Potato,2011,Whole Year,Arunachal Pradesh,4600.0,2193.7,770592.0,1518.0,7.655,55,15,35,5.5,21.61,2114.84,77.85
Sugarcane,2011,Whole Year,Arunachal Pradesh,1550.0,2193.7,259656.0,511.5,20.08333333,55,15,35,5.5,21.61,2114.84,77.85
Ginger,2012,Whole Year,Arunachal Pradesh,6847.0,2760.7,1032527.6,2122.57,6.931875,55,15,35,5.5,22.11,2351.92,77.38
Potato,2012,Whole Year,Arunachal Pradesh,4817.0,2760.7,726403.6,1493.27,7.26,55,15,35,5.5,22.11,2351.92,77.38
Sugarcane,2012,Whole Year,Arunachal Pradesh,1530.0,2760.7,230724.0,474.3,20.19333333,55,15,35,5.5,22.11,2351.92,77.38
Ginger,2013,Whole Year,Arunachal Pradesh,6861.0,2042.9,991345.89,1852.47,6.807647059,55,15,35,5.5,22.6,2049.22,77.36
Potato,2013,Whole Year,Arunachal Pradesh,4933.0,2042.9,712769.17,1331.91,7.618235294,55,15,35,5.5,22.6,2049.22,77.36
Sugarcane,2013,Whole Year,Arunachal Pradesh,1561.0,2042.9,225548.89,421.47,19.87333333,55,15,35,5.5,22.6,2049.22,77.36
Ginger,2014,Whole Year,Arunachal Pradesh,8000.0,2403.2,1207680.0,2640.0,6.729411765,55,15,35,5.5,22.88,2108.83,76.96
Potato,2014,Whole Year,Arunachal Pradesh,5090.0,2403.2,768386.4,1679.7,7.872352941,55,15,35,5.5,22.88,2108.83,76.96
Sugarcane,2014,Whole Year,Arunachal Pradesh,1790.0,2403.2,270218.4,590.7,20.19111111,55,15,35,5.5,22.88,2108.83,76.96
Turmeric,2014,Whole Year,Arunachal Pradesh,725.0,2403.2,109446.0,239.25,6.83,55,15,35,5.5,22.88,2108.83,76.96
Ginger,2015,Whole Year,Arunachal Pradesh,7650.0,2593.2,1208011.5,2524.5,6.525,55,15,35,5.5,22.7,2410.94,79.17
Potato,2015,Whole Year,Arunachal Pradesh,5970.0,2593.2,942722.7,1970.1,6.9065,55,15,35,5.5,22.7,2410.94,79.17
Sugarcane,2015,Whole Year,Arunachal Pradesh,1950.0,2593.2,307924.5,643.5,21.75,55,15,35,5.5,22.7,2410.94,79.17
Ginger,2016,Whole Year,Arunachal Pradesh,7775.0,2933.7,1191518.75,2721.25,6.432,55,15,35,5.5,23.02,2231.63,79.53
Potato,2016,Whole Year,Arunachal Pradesh,5985.0,2933.7,917201.25,2094.75,6.596,55,15,35,5.5,23.02,2231.63,79.53
Sugarcane,2016,Whole Year,Arunachal Pradesh,2075.0,2933.7,317993.75,726.25,22.59461538,55,15,35,5.5,23.02,2231.63,79.53
Ginger,2017,Whole Year,Arunachal Pradesh,7860.0,2745.5,1237478.4,2986.8,6.07,55,15,35,5.5,22.87,2723.75,79.19
Potato,2017,Whole Year,Arunachal Pradesh,6075.0,2745.5,956448.0,2308.5,6.7155,55,15,35,5.5,22.87,2723.75,79.19
Sugarcane,2017,Whole Year,Arunachal Pradesh,2110.0,2745.5,332198.4,801.8,22.44230769,55,15,35,5.5,22.87,2723.75,79.19
Ginger,2018,Whole Year,Arunachal Pradesh,7880.0,2992.9,1278136.0,2758.0,6.178636364,55,15,35,5.5,22.43,2160.98,79.54
Potato,2018,Whole Year,Arunachal Pradesh,6175.0,2992.9,1001585.0,2161.25,6.735909091,55,15,35,5.5,22.43,2160.98,79.54
Sugarcane,2018,Whole Year,Arunachal Pradesh,2130.0,2992.9,345486.0,745.5,23.578,55,15,35,5.5,22.43,2160.98,79.54
Ginger,2019,Whole Year,Arunachal Pradesh,7900.0,2433.3,1356904.0,2923.0,6.1016,55,15,35,5.5,22.52,2411.52,78.3
Potato,2019,Whole Year,Arunachal Pradesh,6200.0,2433.3,1064912.0,2294.0,6.8024,55,15,35,5.5,22.52,2411.52,78.3
Sugarcane,2019,Whole Year,Arunachal Pradesh,2146.0,2433.3,368596.96,794.02,23.74764706,55,15,35,5.5,22.52,2411.52,78.3
Coconut,1997,Whole Year,Assam,19656.0,2051.4,1870661.52,6093.36,5238.051739,60,18,38,5.8,22.41,1468.92,70.71
Jute,1997,Kharif,Assam,94520.0,2051.4,8995468.4,29301.2,9.919565217,60,18,38,5.8,22.41,1468.92,70.71
Potato,1997,Whole Year,Assam,75259.0,2051.4,7162399.03,23330.29,7.561304348,60,18,38,5.8,22.41,1468.92,70.71
Sugarcane,1997,Kharif,Assam,31318.0,2051.4,2980534.06,9708.58,41.89695652,60,18,38,5.8,22.41,1468.92,70.71
Banana,1998,Whole Year,Assam,41885.0,2354.4,4138238.0,12146.65,13.78826087,60,18,38,5.8,22.98,1701.15,73.03
Coconut,1998,Whole Year,Assam,20166.0,2354.4,1992400.8,5848.14,6045.886957,60,18,38,5.8,22.98,1701.15,73.03
Jute,1998,Kharif,Assam,78702.0,2354.4,7775757.6,22823.58,9.040869565,60,18,38,5.8,22.98,1701.15,73.03
Potato,1998,Whole Year,Assam,76958.0,2354.4,7603450.4,22317.82,7.230434783,60,18,38,5.8,22.98,1701.15,73.03
Sugarcane,1998,Whole Year,Assam,30571.0,2354.4,3020414.8,8865.59,39.89304348,60,18,38,5.8,22.98,1701.15,73.03
Banana,1999,Whole Year,Assam,41922.0,2201.8,4449181.86,11318.94,13.74652174,60,18,38,5.8,23.26,1622.42,71.99
Coconut,1999,Whole Year,Assam,20238.0,2201.8,2147858.94,5464.26,5672.116522,60,18,38,5.8,23.26,1622.42,71.99
Jute,1999,Kharif,Assam,73545.0,2201.8,7805330.85,19857.15,9.13173913,60,18,38,5.8,23.26,1622.42,71.99
Potato,1999,Whole Year,Assam,76748.0,2201.8,8145265.24,20721.96,8.062608696,60,18,38,5.8,23.26,1622.42,71.99
Sugarcane,1999,Whole Year,Assam,29107.0,2201.8,3089125.91,7858.89,40.43478261,60,18,38,5.8,23.26,1622.42,71.99
Banana,2000,Whole Year,Assam,42534.0,1965.5,4175562.78,11058.84,13.73217391,60,18,38,5.8,22.37,1958.5,75.29
Coconut,2000,Whole Year,Assam,20913.0,1965.5,2053029.21,5437.38,5771.352609,60,18,38,5.8,22.37,1958.5,75.29
Jute,2000,Kharif,Assam,69513.0,1965.5,6824091.21,18073.38,9.794782609,60,18,38,5.8,22.37,1958.5,75.29
Potato,2000,Whole Year,Assam,80504.0,1965.5,7903077.68,20931.04,7.459565217,60,18,38,5.8,22.37,1958.5,75.29
Sugarcane,2000,Whole Year,Assam,26768.0,1965.5,2627814.56,6959.68,36.57217391,60,18,38,5.8,22.37,1958.5,75.29
Banana,2001,Whole Year,Assam,43600.0,1824.7,4452868.0,11336.0,13.77652174,60,18,38,5.8,22.72,1808.2,74.66
Coconut,2001,Whole Year,Assam,21067.0,1824.7,2151572.71,5477.42,7700.721304,60,18,38,5.8,22.72,1808.2,74.66
Jute,2001,Kharif,Assam,68178.0,1824.7,6963019.14,17726.28,9.675652174,60,18,38,5.8,22.72,1808.2,74.66
Potato,2001,Whole Year,Assam,80056.0,1824.7,8176119.28,20814.56,7.350869565,60,18,38,5.8,22.72,1808.2,74.66
Sugarcane,2001,Whole Year,Assam,27166.0,1824.7,2774463.58,7063.16,37.2173913,60,18,38,5.8,22.72,1808.2,74.66
Banana,2002,Whole Year,Assam,42631.0,1973.6,4035876.77,10657.75,13.77652174,60,18,38,5.8,22.58,1852.95,76.52
Coconut,2002,Whole Year,Assam,20919.0,1973.6,1980401.73,5229.75,6959.633043,60,18,38,5.8,22.58,1852.95,76.52
Jute,2002,Kharif,Assam,67915.0,1973.6,6429513.05,16978.75,9.963478261,60,18,38,5.8,22.58,1852.95,76.52
Potato,2002,Whole Year,Assam,75486.0,1973.6,7146259.62,18871.5,7.566956522,60,18,38,5.8,22.58,1852.95,76.52
Sugarcane,2002,Whole Year,Assam,25152.0,1973.6,2381139.84,6288.0,37.02130435,60,18,38,5.8,22.58,1852.95,76.52
Banana,2003,Whole Year,Assam,42982.0,2213.7,4254358.36,10315.68,13.78478261,60,18,38,5.8,22.45,2076.0,78.5
Coconut,2003,Whole Year,Assam,21309.0,2213.7,2109164.82,5114.16,6763.011739,60,18,38,5.8,22.45,2076.0,78.5
Jute,2003,Kharif,Assam,64027.0,2213.7,6337392.46,15366.48,10.2626087,60,18,38,5.8,22.45,2076.0,78.5
Potato,2003,Whole Year,Assam,77894.0,2213.7,7709948.12,18694.56,6.471304348,60,18,38,5.8,22.45,2076.0,78.5
Sugarcane,2003,Whole Year,Assam,25431.0,2213.7,2517160.38,6103.44,37.43217391,60,18,38,5.8,22.45,2076.0,78.5
Jute,2004,Kharif,Assam,57981.0,2536.9,6281661.54,12176.01,7.193043478,60,18,38,5.8,22.27,2151.77,78.82
Potato,2004,Whole Year,Assam,73104.0,2536.9,7920087.36,15351.84,7.482608696,60,18,38,5.8,22.27,2151.77,78.82
Sugarcane,2004,Whole Year,Assam,23942.0,2536.9,2593876.28,5027.82,37.40956522,60,18,38,5.8,22.27,2151.77,78.82
Banana,2005,Whole Year,Assam,41967.0,2184.6,5032682.64,8813.07,13.70555556,60,18,38,5.8,22.79,2104.81,77.53
Coconut,2005,Whole Year,Assam,19057.0,2184.6,2285315.44,4001.97,8486.539565,60,18,38,5.8,22.79,2104.81,77.53
Jute,2005,Kharif,Assam,56757.0,2184.6,6806299.44,11918.97,10.28740741,60,18,38,5.8,22.79,2104.81,77.53
Potato,2005,Whole Year,Assam,69638.0,2184.6,8350988.96,14623.98,5.326296296,60,18,38,5.8,22.79,2104.81,77.53
Sugarcane,2005,Whole Year,Assam,23426.0,2184.6,2809245.92,4919.46,37.99444444,60,18,38,5.8,22.79,2104.81,77.53
Banana,2006,Whole Year,Assam,43250.0,1774.9,5523457.5,9515.0,13.70814815,60,18,38,5.8,22.91,1531.41,75.46
Coconut,2006,Whole Year,Assam,18595.0,1774.9,2374767.45,4090.9,6233.948519,60,18,38,5.8,22.91,1531.41,75.46
Jute,2006,Kharif,Assam,57663.0,1774.9,7364141.73,12685.86,9.352962963,60,18,38,5.8,22.91,1531.41,75.46
Potato,2006,Whole Year,Assam,77712.0,1774.9,9924599.52,17096.64,6.657407407,60,18,38,5.8,22.91,1531.41,75.46
Sugarcane,2006,Whole Year,Assam,26627.0,1774.9,3400534.17,5857.94,39.10666667,60,18,38,5.8,22.91,1531.41,75.46
Banana,2007,Whole Year,Assam,43999.0,2154.1,5869466.6,7039.84,13.68962963,60,18,38,5.8,22.52,1932.73,76.6
Coconut,2007,Whole Year,Assam,18812.0,2154.1,2509520.8,3009.92,7202.371852,60,18,38,5.8,22.52,1932.73,76.6
Ginger,2007,Whole Year,Assam,15624.0,2154.1,2084241.6,2499.84,6.94,60,18,38,5.8,22.52,1932.73,76.6
Jute,2007,Kharif,Assam,59842.0,2154.1,7982922.8,9574.72,10.37444444,60,18,38,5.8,22.52,1932.73,76.6
Potato,2007,Whole Year,Assam,75197.0,2154.1,10031279.8,12031.52,6.564444444,60,18,38,5.8,22.52,1932.73,76.6
Sugarcane,2007,Whole Year,Assam,25734.0,2154.1,3432915.6,4117.44,36.67259259,60,18,38,5.8,22.52,1932.73,76.6
Banana,2008,Whole Year,Assam,45580.0,2109.9,6519763.2,4102.2,13.89074074,60,18,38,5.8,22.57,1658.15,77.76
Coconut,2008,Whole Year,Assam,19135.0,2109.9,2737070.4,1722.15,7716.895185,60,18,38,5.8,22.57,1658.15,77.76
Ginger,2008,Whole Year,Assam,15210.0,2109.9,2175638.4,1368.9,6.942592593,60,18,38,5.8,22.57,1658.15,77.76
Jute,2008,Kharif,Assam,60111.0,2109.9,8598277.44,5409.99,10.38925926,60,18,38,5.8,22.57,1658.15,77.76
Potato,2008,Whole Year,Assam,78317.0,2109.9,11202463.68,7048.53,6.5,60,18,38,5.8,22.57,1658.15,77.76
Sugarcane,2008,Whole Year,Assam,28649.0,2109.9,4097952.96,2578.41,37.27,60,18,38,5.8,22.57,1658.15,77.76
Banana,2009,Whole Year,Assam,44980.0,1727.1,7008783.6,7646.6,13.76888889,60,18,38,5.8,23.06,1700.26,75.57
Coconut,2009,Whole Year,Assam,20368.0,1727.1,3173741.76,3462.56,8446.091481,60,18,38,5.8,23.06,1700.26,75.57
Ginger,2009,Whole Year,Assam,15690.0,1727.1,2444815.8,2667.3,6.941481481,60,18,38,5.8,23.06,1700.26,75.57
Jute,2009,Kharif,Assam,65270.0,1727.1,10170371.4,11095.9,10.61148148,60,18,38,5.8,23.06,1700.26,75.57
Potato,2009,Whole Year,Assam,82629.0,1727.1,12875250.78,14046.93,7.163703704,60,18,38,5.8,23.06,1700.26,75.57
Sugarcane,2009,Whole Year,Assam,27165.0,1727.1,4232850.3,4618.05,38.25,60,18,38,5.8,23.06,1700.26,75.57
Banana,2010,Whole Year,Assam,47628.0,2578.5,7911487.08,11430.72,13.76444444,60,18,38,5.8,22.89,2262.61,78.56
Coconut,2010,Whole Year,Assam,19426.0,2578.5,3226852.86,4662.24,7185.195556,60,18,38,5.8,22.89,2262.61,78.56
Ginger,2010,Whole Year,Assam,16386.0,2578.5,2721878.46,3932.64,6.940740741,60,18,38,5.8,22.89,2262.61,78.56
Jute,2010,Kharif,Assam,62267.0,2578.5,10343171.37,14944.08,10.21074074,60,18,38,5.8,22.89,2262.61,78.56
Potato,2010,Whole Year,Assam,85023.0,2578.5,14123170.53,20405.52,7.705185185,60,18,38,5.8,22.89,2262.61,78.56
Sugarcane,2010,Whole Year,Assam,29736.0,2578.5,4939446.96,7136.64,36.27592593,60,18,38,5.8,22.89,2262.61,78.56
Banana,2011,Whole Year,Assam,47563.0,1743.4,7967753.76,15695.79,14.98222222,60,18,38,5.8,22.6,1698.68,77.12
Coconut,2011,Whole Year,Assam,20710.0,1743.4,3469339.2,6834.3,7299.402593,60,18,38,5.8,22.6,1698.68,77.12
