crop_type,rainfall_mm,avg_temp_c,yield_kg_ha
wheat,447.0,11.89,1691.4
maize,447.0,12.79,2954.1
rice,447.0,12.79,4804.6
wheat,447.0,12.79,1576.4
maize,447.0,12.74,3534.3
rice,447.0,12.74,4441.5
wheat,447.0,12.74,1999.2
maize,447.0,12.61,3248.4
rice,447.0,12.61,5019.1
wheat,447.0,12.61,2322.3
maize,447.0,12.97,3782.3
rice,447.0,12.97,4849.5
wheat,447.0,12.97,2615.4
maize,447.0,12.45,4346.3
rice,447.0,12.45,4653.2
wheat,447.0,12.45,2602.8
maize,447.0,12.76,4607.1
rice,447.0,12.76,3981.0
wheat,447.0,12.76,2574.8
maize,447.0,12.88,4770.3
rice,447.0,12.88,3590.3
wheat,447.0,12.88,2581.8
maize,447.0,12.66,4577.7
rice,447.0,12.66,4237.5
wheat,447.0,12.66,2605.0
maize,447.0,12.75,4617.5
rice,447.0,12.75,3388.6
wheat,447.0,12.75,2672.2
maize,447.0,12.3,4778.4
rice,447.0,12.3,2797.3
wheat,447.0,12.3,2725.1
maize,447.0,12.6,4799.0
rice,447.0,12.6,2527.9
wheat,447.0,12.6,2594.6
maize,447.0,13.85,4555.1
rice,447.0,13.85,2396.3
wheat,447.0,13.85,1938.1
maize,447.0,11.79,4546.0
rice,447.0,11.79,2094.7
wheat,447.0,11.79,2437.6
maize,447.0,13.0,5102.9
rice,447.0,13.0,2224.9
wheat,447.0,13.0,2614.4
maize,447.0,14.12,5390.3
rice,447.0,14.12,2280.8
wheat,447.0,14.12,2671.9
maize,1292.0,25.1,1666.7
maize,1292.0,25.26,1600.0
maize,1292.0,25.73,1793.1
maize,1292.0,25.44,1793.1
maize,1292.0,25.06,1793.1
maize,1292.0,25.81,1740.0
maize,1292.0,25.94,1984.2
maize,1292.0,25.31,2165.7
maize,1292.0,25.16,2476.2
maize,1292.0,25.23,3000.0
maize,1292.0,25.79,3050.0
maize,1292.0,25.46,3550.0
maize,1292.0,25.43,3600.0
maize,1292.0,25.34,3800.0
maize,1292.0,25.71,4000.0
maize,1292.0,25.63,4761.9
maize,1292.0,25.46,6000.0
maize,1292.0,24.77,7533.3
maize,1292.0,25.76,7308.5
maize,1292.0,25.46,7340.4
maize,1292.0,25.88,7446.5
maize,2666.0,25.98,1001.5
maize,2666.0,25.98,1001.5
rice,2666.0,25.98,2566.1
rice,2666.0,25.98,2566.1
wheat,2666.0,25.98,1503.4
wheat,2666.0,25.98,1503.4
maize,2666.0,25.85,978.1
maize,2666.0,25.85,978.1
rice,2666.0,25.85,2659.2
rice,2666.0,25.85,2659.2
wheat,2666.0,25.85,1676.7
wheat,2666.0,25.85,1676.7
maize,2666.0,25.86,931.9
maize,2666.0,25.86,931.9
rice,2666.0,25.86,2689.3
rice,2666.0,25.86,2689.3
wheat,2666.0,25.86,1853.4
wheat,2666.0,25.86,1853.4
maize,2666.0,25.73,935.1
maize,2666.0,25.73,935.1
rice,2666.0,25.73,2718.5
rice,2666.0,25.73,2718.5
wheat,2666.0,25.73,1845.7
wheat,2666.0,25.73,1845.7
maize,2666.0,25.91,904.2
maize,2666.0,25.91,904.2
rice,2666.0,25.91,2532.8
rice,2666.0,25.91,2532.8
wheat,2666.0,25.91,1839.0
wheat,2666.0,25.91,1839.0
maize,2666.0,26.09,1070.0
maize,2666.0,26.09,1070.0
rice,2666.0,26.09,2652.7
rice,2666.0,26.09,2652.7
wheat,2666.0,26.09,1948.3
wheat,2666.0,26.09,1948.3
maize,2666.0,26.15,1016.6
maize,2666.0,26.15,1016.6
rice,2666.0,26.15,2762.9
rice,2666.0,26.15,2762.9
wheat,2666.0,26.15,1953.1
wheat,2666.0,26.15,1953.1
maize,2666.0,25.55,1091.4
maize,2666.0,25.55,1091.4
rice,2666.0,25.55,2743.1
rice,2666.0,25.55,2743.1
wheat,2666.0,25.55,2054.4
wheat,2666.0,25.55,2054.4
maize,2666.0,26.13,733.9
maize,2666.0,26.13,733.9
rice,2666.0,26.13,2935.8
rice,2666.0,26.13,2935.8
wheat,2666.0,26.13,2240.8
wheat,2666.0,26.13,2240.8
maize,2666.0,26.31,1234.6
maize,2666.0,26.31,1234.6
rice,2666.0,26.31,3213.9
rice,2666.0,26.31,3213.9
wheat,2666.0,26.31,2162.7
wheat,2666.0,26.31,2162.7
maize,2666.0,25.91,2059.7
maize,2666.0,25.91,2059.7
rice,2666.0,25.91,3483.6
rice,2666.0,25.91,3483.6
wheat,2666.0,25.91,2210.4
wheat,2666.0,25.91,2210.4
maize,2666.0,25.93,3221.6
maize,2666.0,25.93,3221.6
rice,2666.0,25.93,3402.0
rice,2666.0,25.93,3402.0
wheat,2666.0,25.93,2164.3
wheat,2666.0,25.93,2164.3
maize,2666.0,26.1,4034.9
maize,2666.0,26.1,4034.9
rice,2666.0,26.1,3490.2
rice,2666.0,26.1,3490.2
wheat,2666.0,26.1,2164.4
wheat,2666.0,26.1,2164.4
maize,2666.0,26.14,4824.3
maize,2666.0,26.14,4824.3
rice,2666.0,26.14,3535.9
rice,2666.0,26.14,3535.9
wheat,2666.0,26.14,1952.7
wheat,2666.0,26.14,1952.7
maize,2666.0,26.19,5331.1
maize,2666.0,26.19,5331.1
rice,2666.0,26.19,3781.4
rice,2666.0,26.19,3781.4
wheat,2666.0,26.19,1747.8
wheat,2666.0,26.19,1747.8
maize,2666.0,26.44,5299.8
maize,2666.0,26.44,5299.8
rice,2666.0,26.44,3854.1
rice,2666.0,26.44,3854.1
wheat,2666.0,26.44,1534.4
wheat,2666.0,26.44,1534.4
maize,2666.0,25.95,5981.2
maize,2666.0,25.95,5981.2
rice,2666.0,25.95,4083.3
rice,2666.0,25.95,4083.3
wheat,2666.0,25.95,1847.1
wheat,2666.0,25.95,1847.1
maize,2666.0,26.0,6017.2
maize,2666.0,26.0,6017.2
rice,2666.0,26.0,4144.1
rice,2666.0,26.0,4144.1
wheat,2666.0,26.0,2175.3
wheat,2666.0,26.0,2175.3
maize,2666.0,26.54,5683.1
maize,2666.0,26.54,5683.1
rice,2666.0,26.54,4240.4
rice,2666.0,26.54,4240.4
wheat,2666.0,26.54,2151.6
wheat,2666.0,26.54,2151.6
maize,2666.0,26.65,5837.8
maize,2666.0,26.65,5837.8
rice,2666.0,26.65,4342.2
rice,2666.0,26.65,4342.2
wheat,2666.0,26.65,2395.9
wheat,2666.0,26.65,2395.9
maize,2666.0,25.8,6151.2
maize,2666.0,25.8,6151.2
rice,2666.0,25.8,4391.7
rice,2666.0,25.8,4391.7
wheat,2666.0,25.8,2601.2
wheat,2666.0,25.8,2601.2
maize,2666.0,26.28,6583.8
maize,2666.0,26.28,6583.8
rice,2666.0,26.28,4420.6
rice,2666.0,26.28,4420.6
wheat,2666.0,26.28,2778.9
wheat,2666.0,26.28,2778.9
maize,2666.0,26.59,6595.3
maize,2666.0,26.59,6595.3
rice,2666.0,26.59,4531.7
rice,2666.0,26.59,4531.7
wheat,2666.0,26.59,3013.8
wheat,2666.0,26.59,3013.8
maize,618.0,6.74,3000.0
wheat,618.0,6.74,2798.3
maize,618.0,5.61,1200.0
wheat,618.0,5.61,2682.6
maize,618.0,6.26,500.0
wheat,618.0,6.26,2280.2
maize,618.0,6.68,2454.5
wheat,618.0,6.68,2479.1
maize,618.0,5.32,2300.0
wheat,618.0,5.32,2198.9
maize,618.0,5.98,2033.3
wheat,618.0,5.98,2513.2
maize,618.0,6.11,2652.2
wheat,618.0,6.11,2134.7
maize,618.0,7.38,2605.3
wheat,618.0,7.38,1732.2
maize,618.0,7.52,2307.7
wheat,618.0,7.52,2136.7
maize,618.0,6.71,2591.7
wheat,618.0,6.71,2125.5
maize,618.0,7.34,3288.9
wheat,618.0,7.34,2691.9
maize,618.0,6.49,3529.7
wheat,618.0,6.49,3304.0
maize,618.0,6.53,3996.5
wheat,618.0,6.53,3281.2
maize,618.0,6.6,3939.0
wheat,618.0,6.6,2819.1
maize,618.0,7.51,5065.3
wheat,618.0,7.51,3277.1
maize,618.0,7.75,4389.0
wheat,618.0,7.75,3975.2
maize,618.0,6.75,4681.8
wheat,618.0,6.75,3542.8
maize,618.0,6.71,4930.6
wheat,618.0,6.71,2885.1
maize,618.0,7.29,6595.0
wheat,618.0,7.29,3308.8
maize,618.0,6.33,5040.7
wheat,618.0,6.33,3582.2
maize,618.0,7.83,5565.6
wheat,618.0,7.83,3061.0
maize,847.0,11.37,11100.6
wheat,847.0,11.37,7919.8
maize,847.0,10.94,11352.2
wheat,847.0,10.94,8047.5
maize,847.0,11.44,11196.2
wheat,847.0,11.44,8275.7
maize,847.0,10.94,12224.6
wheat,847.0,10.94,8980.6
maize,847.0,11.16,11687.2
wheat,847.0,11.16,8273.3
maize,847.0,11.48,10192.9
wheat,847.0,11.48,8254.9
maize,847.0,11.52,13127.8
wheat,847.0,11.52,7890.8
maize,847.0,10.9,11925.8
wheat,847.0,10.9,8758.5
maize,847.0,11.0,12117.4
wheat,847.0,11.0,9465.2
maize,847.0,9.74,11928.3
wheat,847.0,9.74,8827.2
maize,847.0,11.69,11936.0
wheat,847.0,11.69,8404.6
maize,847.0,10.68,10243.8
wheat,847.0,10.68,8452.2
maize,847.0,10.36,11150.0
wheat,847.0,10.36,8934.9
maize,416.0,19.54,289.9
wheat,416.0,19.54,2617.8
maize,416.0,19.29,396.2
wheat,416.0,19.29,2246.4
maize,416.0,20.59,189.9
wheat,416.0,20.59,2165.3
maize,416.0,19.97,135.3
wheat,416.0,19.97,2084.3
maize,416.0,19.26,169.8
wheat,416.0,19.26,2003.2
maize,416.0,19.96,947.7
wheat,416.0,19.96,1922.2
maize,416.0,19.1,246.3
wheat,416.0,19.1,1900.9
maize,416.0,19.26,286.7
wheat,416.0,19.26,1723.5
maize,416.0,20.05,91.0
wheat,416.0,20.05,1666.7
maize,416.0,20.24,111.1
wheat,416.0,20.24,1633.7
maize,416.0,18.97,112.3
wheat,416.0,18.97,1587.8
maize,416.0,19.36,199.2
wheat,416.0,19.36,1571.4
maize,416.0,19.89,294.7
wheat,416.0,19.89,1456.3
maize,416.0,19.41,174.3
wheat,416.0,19.41,1269.2
maize,416.0,20.42,229.7
wheat,416.0,20.42,1161.4
maize,416.0,18.97,251.1
wheat,416.0,18.97,1045.2
maize,416.0,19.71,121.9
wheat,416.0,19.71,900.0
maize,416.0,19.63,184.4
wheat,416.0,19.63,800.0
maize,416.0,19.25,242.9
maize,416.0,19.98,161.7
maize,416.0,19.19,347.3
maize,416.0,19.83,137.0
maize,416.0,18.69,84.9
maize,1761.0,21.88,1873.5
maize,1761.0,20.29,1873.5
maize,1761.0,17.77,1873.5
maize,1761.0,17.77,1873.5
maize,1761.0,27.65,1873.5
maize,1761.0,20.29,1873.5
maize,1761.0,27.07,1873.5
maize,1761.0,18.47,1873.5
maize,1761.0,25.76,1873.5
maize,1761.0,24.64,1873.5
maize,1761.0,25.29,1873.5
rice,1761.0,21.88,1880.3
rice,1761.0,20.29,1880.3
rice,1761.0,17.77,1880.3
rice,1761.0,17.77,1880.3
rice,1761.0,27.65,1880.3
rice,1761.0,20.29,1880.3
rice,1761.0,27.07,1880.3
rice,1761.0,18.47,1880.3
rice,1761.0,25.76,1880.3
rice,1761.0,24.64,1880.3
rice,1761.0,25.29,1880.3
wheat,1761.0,21.88,1154.0
wheat,1761.0,20.29,1154.0
wheat,1761.0,17.77,1154.0
wheat,1761.0,17.77,1154.0
wheat,1761.0,27.65,1154.0
wheat,1761.0,20.29,1154.0
wheat,1761.0,27.07,1154.0
wheat,1761.0,18.47,1154.0
wheat,1761.0,25.76,1154.0
wheat,1761.0,24.64,1154.0
wheat,1761.0,25.29,1154.0
maize,1761.0,21.43,1808.4
maize,1761.0,20.13,1808.4
maize,1761.0,17.95,1808.4
maize,1761.0,17.95,1808.4
maize,1761.0,27.34,1808.4
maize,1761.0,20.13,1808.4
maize,1761.0,27.21,1808.4
maize,1761.0,19.11,1808.4
maize,1761.0,25.57,1808.4
maize,1761.0,24.25,1808.4
maize,1761.0,25.06,1808.4
rice,1761.0,21.43,2302.0
rice,1761.0,20.13,2302.0
rice,1761.0,17.95,2302.0
rice,1761.0,17.95,2302.0
rice,1761.0,27.34,2302.0
rice,1761.0,20.13,2302.0
rice,1761.0,27.21,2302.0
rice,1761.0,19.11,2302.0
rice,1761.0,25.57,2302.0
rice,1761.0,24.25,2302.0
rice,1761.0,25.06,2302.0
wheat,1761.0,21.43,1423.2
wheat,1761.0,20.13,1423.2
wheat,1761.0,17.95,1423.2
wheat,1761.0,17.95,1423.2
wheat,1761.0,27.34,1423.2
wheat,1761.0,20.13,1423.2
wheat,1761.0,27.21,1423.2
wheat,1761.0,19.11,1423.2
wheat,1761.0,25.57,1423.2
wheat,1761.0,24.25,1423.2
wheat,1761.0,25.06,1423.2
maize,1761.0,21.35,2282.8
maize,1761.0,20.21,2282.8
maize,1761.0,17.8,2282.8
maize,1761.0,17.8,2282.8
maize,1761.0,27.58,2282.8
maize,1761.0,20.21,2282.8
maize,1761.0,27.42,2282.8
maize,1761.0,18.72,2282.8
maize,1761.0,25.61,2282.8
maize,1761.0,24.24,2282.8
maize,1761.0,24.97,2282.8
rice,1761.0,21.35,2134.9
rice,1761.0,20.21,2134.9
rice,1761.0,17.8,2134.9
rice,1761.0,17.8,2134.9
rice,1761.0,27.58,2134.9
rice,1761.0,20.21,2134.9
rice,1761.0,27.42,2134.9
rice,1761.0,18.72,2134.9
rice,1761.0,25.61,2134.9
rice,1761.0,24.24,2134.9
rice,1761.0,24.97,2134.9
wheat,1761.0,21.35,1429.5
wheat,1761.0,20.21,1429.5
wheat,1761.0,17.8,1429.5
wheat,1761.0,17.8,1429.5
wheat,1761.0,27.58,1429.5
wheat,1761.0,20.21,1429.5
wheat,1761.0,27.42,1429.5
wheat,1761.0,18.72,1429.5
wheat,1761.0,25.61,1429.5
wheat,1761.0,24.24,1429.5
wheat,1761.0,24.97,1429.5
maize,1761.0,21.94,2532.1
maize,1761.0,20.49,2532.1
maize,1761.0,17.93,2532.1
maize,1761.0,17.93,2532.1
maize,1761.0,28.18,2532.1
maize,1761.0,20.49,2532.1
maize,1761.0,26.89,2532.1
maize,1761.0,18.69,2532.1
maize,1761.0,26.06,2532.1
maize,1761.0,24.65,2532.1
maize,1761.0,25.41,2532.1
rice,1761.0,21.94,2291.2
rice,1761.0,20.49,2291.2
rice,1761.0,17.93,2291.2
rice,1761.0,17.93,2291.2
rice,1761.0,28.18,2291.2
rice,1761.0,20.49,2291.2
rice,1761.0,26.89,2291.2
rice,1761.0,18.69,2291.2
rice,1761.0,26.06,2291.2
rice,1761.0,24.65,2291.2
rice,1761.0,25.41,2291.2
wheat,1761.0,21.94,1482.5
wheat,1761.0,20.49,1482.5
wheat,1761.0,17.93,1482.5
wheat,1761.0,17.93,1482.5
wheat,1761.0,28.18,1482.5
wheat,1761.0,20.49,1482.5
wheat,1761.0,26.89,1482.5
wheat,1761.0,18.69,1482.5
wheat,1761.0,26.06,1482.5
wheat,1761.0,24.65,1482.5
wheat,1761.0,25.41,1482.5
maize,1761.0,21.91,2362.9
maize,1761.0,20.77,2362.9
maize,1761.0,18.42,2362.9
maize,1761.0,18.42,2362.9
maize,1761.0,27.53,2362.9
maize,1761.0,20.77,2362.9
maize,1761.0,26.9,2362.9
maize,1761.0,19.15,2362.9
maize,1761.0,26.05,2362.9
maize,1761.0,24.71,2362.9
maize,1761.0,25.42,2362.9
rice,1761.0,21.91,2387.6
rice,1761.0,20.77,2387.6
rice,1761.0,18.42,2387.6
rice,1761.0,18.42,2387.6
rice,1761.0,27.53,2387.6
rice,1761.0,20.77,2387.6
rice,1761.0,26.9,2387.6
rice,1761.0,19.15,2387.6
rice,1761.0,26.05,2387.6
rice,1761.0,24.71,2387.6
rice,1761.0,25.42,2387.6
wheat,1761.0,21.91,1554.1
wheat,1761.0,20.77,1554.1
wheat,1761.0,18.42,1554.1
wheat,1761.0,18.42,1554.1
wheat,1761.0,27.53,1554.1
wheat,1761.0,20.77,1554.1
wheat,1761.0,26.9,1554.1
wheat,1761.0,19.15,1554.1
wheat,1761.0,26.05,1554.1
wheat,1761.0,24.71,1554.1
wheat,1761.0,25.42,1554.1
maize,1761.0,22.07,2600.5
maize,1761.0,20.61,2600.5
maize,1761.0,18.27,2600.5
maize,1761.0,18.27,2600.5
maize,1761.0,27.52,2600.5
maize,1761.0,20.61,2600.5
maize,1761.0,27.34,2600.5
maize,1761.0,18.89,2600.5
maize,1761.0,26.05,2600.5
maize,1761.0,24.77,2600.5
maize,1761.0,25.65,2600.5
rice,1761.0,22.07,2566.8
rice,1761.0,20.61,2566.8
rice,1761.0,18.27,2566.8
rice,1761.0,18.27,2566.8
rice,1761.0,27.52,2566.8
rice,1761.0,20.61,2566.8
rice,1761.0,27.34,2566.8
rice,1761.0,18.89,2566.8
rice,1761.0,26.05,2566.8
rice,1761.0,24.77,2566.8
rice,1761.0,25.65,2566.8
wheat,1761.0,22.07,1542.0
wheat,1761.0,20.61,1542.0
wheat,1761.0,18.27,1542.0
wheat,1761.0,18.27,1542.0
wheat,1761.0,27.52,1542.0
wheat,1761.0,20.61,1542.0
wheat,1761.0,27.34,1542.0
wheat,1761.0,18.89,1542.0
wheat,1761.0,26.05,1542.0
wheat,1761.0,24.77,1542.0
wheat,1761.0,25.65,1542.0
maize,1761.0,21.56,2476.1
maize,1761.0,20.18,2476.1
maize,1761.0,17.83,2476.1
maize,1761.0,17.83,2476.1
maize,1761.0,27.6,2476.1
maize,1761.0,20.18,2476.1
maize,1761.0,27.07,2476.1
maize,1761.0,18.63,2476.1
maize,1761.0,25.94,2476.1
maize,1761.0,24.28,2476.1
maize,1761.0,25.45,2476.1
rice,1761.0,21.56,2657.8
rice,1761.0,20.18,2657.8
rice,1761.0,17.83,2657.8
rice,1761.0,17.83,2657.8
rice,1761.0,27.6,2657.8
rice,1761.0,20.18,2657.8
rice,1761.0,27.07,2657.8
rice,1761.0,18.63,2657.8
rice,1761.0,25.94,2657.8
rice,1761.0,24.28,2657.8
rice,1761.0,25.45,2657.8
wheat,1761.0,21.56,1833.4
wheat,1761.0,20.18,1833.4
wheat,1761.0,17.83,1833.4
wheat,1761.0,17.83,1833.4
wheat,1761.0,27.6,1833.4
wheat,1761.0,20.18,1833.4
wheat,1761.0,27.07,1833.4
wheat,1761.0,18.63,1833.4
wheat,1761.0,25.94,1833.4
wheat,1761.0,24.28,1833.4
wheat,1761.0,25.45,1833.4
maize,1761.0,21.91,2622.8
maize,1761.0,20.77,2622.8
maize,1761.0,18.36,2622.8
maize,1761.0,18.36,2622.8
maize,1761.0,27.85,2622.8
maize,1761.0,20.77,2622.8
maize,1761.0,27.57,2622.8
maize,1761.0,19.12,2622.8
maize,1761.0,25.96,2622.8
maize,1761.0,24.71,2622.8
maize,1761.0,25.2,2622.8
rice,1761.0,21.91,2731.0
rice,1761.0,20.77,2731.0
rice,1761.0,18.36,2731.0
rice,1761.0,18.36,2731.0
rice,1761.0,27.85,2731.0
rice,1761.0,20.77,2731.0
rice,1761.0,27.57,2731.0
rice,1761.0,19.12,2731.0
rice,1761.0,25.96,2731.0
rice,1761.0,24.71,2731.0
rice,1761.0,25.2,2731.0
wheat,1761.0,21.91,1635.9
wheat,1761.0,20.77,1635.9
wheat,1761.0,18.36,1635.9
wheat,1761.0,18.36,1635.9
wheat,1761.0,27.85,1635.9
wheat,1761.0,20.77,1635.9
wheat,1761.0,27.57,1635.9
wheat,1761.0,19.12,1635.9
wheat,1761.0,25.96,1635.9
wheat,1761.0,24.71,1635.9
wheat,1761.0,25.2,1635.9
maize,1761.0,22.35,2796.4
maize,1761.0,20.71,2796.4
maize,1761.0,18.2,2796.4
maize,1761.0,18.2,2796.4
maize,1761.0,28.76,2796.4
maize,1761.0,20.71,2796.4
maize,1761.0,27.54,2796.4
maize,1761.0,18.49,2796.4
maize,1761.0,26.63,2796.4
maize,1761.0,24.78,2796.4
maize,1761.0,26.08,2796.4
rice,1761.0,22.35,2519.8
rice,1761.0,20.71,2519.8
rice,1761.0,18.2,2519.8
rice,1761.0,18.2,2519.8
rice,1761.0,28.76,2519.8
rice,1761.0,20.71,2519.8
rice,1761.0,27.54,2519.8
rice,1761.0,18.49,2519.8
rice,1761.0,26.63,2519.8
rice,1761.0,24.78,2519.8
rice,1761.0,26.08,2519.8
wheat,1761.0,22.35,1611.1
wheat,1761.0,20.71,1611.1
wheat,1761.0,18.2,1611.1
wheat,1761.0,18.2,1611.1
wheat,1761.0,28.76,1611.1
wheat,1761.0,20.71,1611.1
wheat,1761.0,27.54,1611.1
wheat,1761.0,18.49,1611.1
wheat,1761.0,26.63,1611.1
wheat,1761.0,24.78,1611.1
wheat,1761.0,26.08,1611.1
maize,1761.0,21.59,2776.5
maize,1761.0,20.04,2776.5
maize,1761.0,17.66,2776.5
maize,1761.0,17.66,2776.5
maize,1761.0,27.64,2776.5
maize,1761.0,20.04,2776.5
maize,1761.0,26.66,2776.5
maize,1761.0,18.39,2776.5
maize,1761.0,25.88,2776.5
maize,1761.0,24.01,2776.5
maize,1761.0,25.32,2776.5
rice,1761.0,21.59,3070.8
rice,1761.0,20.04,3070.8
rice,1761.0,17.66,3070.8
rice,1761.0,17.66,3070.8
rice,1761.0,27.64,3070.8
rice,1761.0,20.04,3070.8
rice,1761.0,26.66,3070.8
rice,1761.0,18.39,3070.8
rice,1761.0,25.88,3070.8
rice,1761.0,24.01,3070.8
rice,1761.0,25.32,3070.8
wheat,1761.0,21.59,1969.9
wheat,1761.0,20.04,1969.9
wheat,1761.0,17.66,1969.9
wheat,1761.0,17.66,1969.9
wheat,1761.0,27.64,1969.9
wheat,1761.0,20.04,1969.9
wheat,1761.0,26.66,1969.9
wheat,1761.0,18.39,1969.9
wheat,1761.0,25.88,1969.9
wheat,1761.0,24.01,1969.9
wheat,1761.0,25.32,1969.9
maize,1761.0,21.69,2718.2
maize,1761.0,20.32,2718.2
maize,1761.0,18.01,2718.2
maize,1761.0,18.01,2718.2
maize,1761.0,27.5,2718.2
maize,1761.0,20.32,2718.2
maize,1761.0,26.82,2718.2
maize,1761.0,18.65,2718.2
maize,1761.0,25.71,2718.2
maize,1761.0,24.36,2718.2
maize,1761.0,25.35,2718.2
rice,1761.0,21.69,3038.2
rice,1761.0,20.32,3038.2
rice,1761.0,18.01,3038.2
rice,1761.0,18.01,3038.2
rice,1761.0,27.5,3038.2
rice,1761.0,20.32,3038.2
rice,1761.0,26.82,3038.2
rice,1761.0,18.65,3038.2
rice,1761.0,25.71,3038.2
rice,1761.0,24.36,3038.2
rice,1761.0,25.35,3038.2
wheat,1761.0,21.69,1515.6
wheat,1761.0,20.32,1515.6
wheat,1761.0,18.01,1515.6
wheat,1761.0,18.01,1515.6
wheat,1761.0,27.5,1515.6
wheat,1761.0,20.32,1515.6
wheat,1761.0,26.82,1515.6
wheat,1761.0,18.65,1515.6
wheat,1761.0,25.71,1515.6
wheat,1761.0,24.36,1515.6
wheat,1761.0,25.35,1515.6
maize,1761.0,22.14,3401.9
maize,1761.0,20.96,3401.9
maize,1761.0,18.67,3401.9
maize,1761.0,18.67,3401.9
maize,1761.0,27.69,3401.9
maize,1761.0,20.96,3401.9
maize,1761.0,27.08,3401.9
maize,1761.0,19.73,3401.9
maize,1761.0,26.08,3401.9
maize,1761.0,24.99,3401.9
maize,1761.0,25.59,3401.9
rice,1761.0,22.14,3240.5
rice,1761.0,20.96,3240.5
rice,1761.0,18.67,3240.5
rice,1761.0,18.67,3240.5
rice,1761.0,27.69,3240.5
rice,1761.0,20.96,3240.5
rice,1761.0,27.08,3240.5
rice,1761.0,19.73,3240.5
rice,1761.0,26.08,3240.5
rice,1761.0,24.99,3240.5
rice,1761.0,25.59,3240.5
wheat,1761.0,22.14,1948.8
wheat,1761.0,20.96,1948.8
wheat,1761.0,18.67,1948.8
wheat,1761.0,18.67,1948.8
wheat,1761.0,27.69,1948.8
wheat,1761.0,20.96,1948.8
wheat,1761.0,27.08,1948.8
wheat,1761.0,19.73,1948.8
wheat,1761.0,26.08,1948.8
wheat,1761.0,24.99,1948.8
wheat,1761.0,25.59,1948.8
maize,1761.0,22.5,3055.9
maize,1761.0,21.3,3055.9
maize,1761.0,19.09,3055.9
maize,1761.0,19.09,3055.9
maize,1761.0,27.85,3055.9
maize,1761.0,21.3,3055.9
maize,1761.0,27.27,3055.9
maize,1761.0,19.49,3055.9
maize,1761.0,26.01,3055.9
maize,1761.0,25.18,3055.9
maize,1761.0,25.56,3055.9
rice,1761.0,22.5,3324.6
rice,1761.0,21.3,3324.6
rice,1761.0,19.09,3324.6
rice,1761.0,19.09,3324.6
rice,1761.0,27.85,3324.6
rice,1761.0,21.3,3324.6
rice,1761.0,27.27,3324.6
rice,1761.0,19.49,3324.6
rice,1761.0,26.01,3324.6
rice,1761.0,25.18,3324.6
rice,1761.0,25.56,3324.6
wheat,1761.0,22.5,1475.4
wheat,1761.0,21.3,1475.4
wheat,1761.0,19.09,1475.4
wheat,1761.0,19.09,1475.4
wheat,1761.0,27.85,1475.4
wheat,1761.0,21.3,1475.4
wheat,1761.0,27.27,1475.4
wheat,1761.0,19.49,1475.4
wheat,1761.0,26.01,1475.4
wheat,1761.0,25.18,1475.4
wheat,1761.0,25.56,1475.4
maize,1761.0,21.59,3367.1
maize,1761.0,20.05,3367.1
maize,1761.0,17.88,3367.1
maize,1761.0,17.88,3367.1
maize,1761.0,27.72,3367.1
maize,1761.0,20.05,3367.1
maize,1761.0,27.24,3367.1
maize,1761.0,18.75,3367.1
maize,1761.0,25.94,3367.1
maize,1761.0,24.24,3367.1
maize,1761.0,25.37,3367.1
rice,1761.0,21.59,3556.5
rice,1761.0,20.05,3556.5
rice,1761.0,17.88,3556.5
rice,1761.0,17.88,3556.5
rice,1761.0,27.72,3556.5
rice,1761.0,20.05,3556.5
rice,1761.0,27.24,3556.5
rice,1761.0,18.75,3556.5
rice,1761.0,25.94,3556.5
rice,1761.0,24.24,3556.5
rice,1761.0,25.37,3556.5
wheat,1761.0,21.59,2072.8
wheat,1761.0,20.05,2072.8
wheat,1761.0,17.88,2072.8
wheat,1761.0,17.88,2072.8
wheat,1761.0,27.72,2072.8
wheat,1761.0,20.05,2072.8
wheat,1761.0,27.24,2072.8
wheat,1761.0,18.75,2072.8
wheat,1761.0,25.94,2072.8
wheat,1761.0,24.24,2072.8
wheat,1761.0,25.37,2072.8
maize,1761.0,22.05,3040.3
maize,1761.0,20.78,3040.3
maize,1761.0,18.53,3040.3
maize,1761.0,18.53,3040.3
maize,1761.0,28.17,3040.3
maize,1761.0,20.78,3040.3
maize,1761.0,27.6,3040.3
maize,1761.0,19.42,3040.3
maize,1761.0,26.27,3040.3
maize,1761.0,24.79,3040.3
maize,1761.0,25.7,3040.3
rice,1761.0,22.05,3369.1
rice,1761.0,20.78,3369.1
rice,1761.0,18.53,3369.1
rice,1761.0,18.53,3369.1
rice,1761.0,28.17,3369.1
rice,1761.0,20.78,3369.1
rice,1761.0,27.6,3369.1
rice,1761.0,19.42,3369.1
rice,1761.0,26.27,3369.1
rice,1761.0,24.79,3369.1
rice,1761.0,25.7,3369.1
wheat,1761.0,22.05,1973.5
wheat,1761.0,20.78,1973.5
wheat,1761.0,18.53,1973.5
wheat,1761.0,18.53,1973.5
wheat,1761.0,28.17,1973.5
wheat,1761.0,20.78,1973.5
wheat,1761.0,27.6,1973.5
wheat,1761.0,19.42,1973.5
wheat,1761.0,26.27,1973.5
wheat,1761.0,24.79,1973.5
wheat,1761.0,25.7,1973.5
maize,1761.0,21.82,3382.3
maize,1761.0,20.6,3382.3
maize,1761.0,18.47,3382.3
maize,1761.0,18.47,3382.3
maize,1761.0,27.76,3382.3
maize,1761.0,20.6,3382.3
maize,1761.0,27.34,3382.3
